UA,SU,DOMINIO,v,bio,carbono
PR_216,1,Estepe Gramíneo Lenhosa,71.04825103800925,15405.342823999996,7548.617983760001
PR_216,2,Estepe Gramíneo Lenhosa,15.359324313216238,5336.2502,2614.7625980000003
PR_216,3,Estepe Gramíneo Lenhosa,55.88106311846652,12365.21782400001,6058.95673376
PR_216,4,Estepe Gramíneo Lenhosa,77.2858006668998,16286.138184000001,7980.20771016
PR_217,1,Estepe Gramíneo Lenhosa,13.73031376511683,7770.337248,3807.4652515200005
PR_217,2,Estepe Gramíneo Lenhosa,,,
PR_217,3,Estepe Gramíneo Lenhosa,2.6383083285156546,1719.82444,842.7139756000001
PR_217,4,Estepe Gramíneo Lenhosa,,,
PR_218,1,Estepe Gramíneo Lenhosa,,,
PR_218,2,Estepe Gramíneo Lenhosa,,,
PR_218,3,Estepe Gramíneo Lenhosa,,,
PR_218,4,Estepe Gramíneo Lenhosa,,,
PR_220,1,Estepe Gramíneo Lenhosa,,,
PR_220,2,Estepe Gramíneo Lenhosa,13.749930271295701,4866.504548000001,2384.5872285200003
PR_220,3,Estepe Gramíneo Lenhosa,13.540413314723445,7684.997151999999,3765.64860448
PR_220,4,Estepe Gramíneo Lenhosa,,,
PR_221,1,Estepe Gramíneo Lenhosa,,,
PR_221,2,Estepe Gramíneo Lenhosa,31.41001903967246,13443.263972000002,6587.199346280001
PR_221,3,Estepe Gramíneo Lenhosa,32.947148495050456,13296.328228000002,6515.200831720003
PR_221,4,Estepe Gramíneo Lenhosa,,,
PR_222,1,Floresta Ombrófila Mista,13.58543430286653,4160.351948,2038.5724545200003
PR_222,2,Floresta Ombrófila Mista,10.960473518410849,3269.467908,1602.0392749199998
PR_222,3,Floresta Ombrófila Mista,11.114941262896837,3494.9332200000003,1712.5172778
PR_222,4,Floresta Ombrófila Mista,7.315887494285094,2292.888814,1123.51551886
PR_240,1,Floresta Ombrófila Mista,13.671410140960626,6470.019074000001,3170.309346260001
PR_240,2,Floresta Ombrófila Mista,5.4736375317830825,2365.542692,1159.1159190800004
PR_240,3,Floresta Ombrófila Mista,2.0498038244805685,1111.81095,544.7873655000001
PR_240,4,Floresta Ombrófila Mista,2.74917275674646,1722.292704,843.9234249599999
PR_241,1,Floresta Ombrófila Mista,,,
PR_241,2,Floresta Ombrófila Mista,0.4377952583500825,243.76932599999998,119.44696973999999
PR_241,3,Floresta Ombrófila Mista,,,
PR_241,4,Floresta Ombrófila Mista,,,
PR_242,1,Floresta Ombrófila Mista,48.83075801468188,19175.093178000003,9395.79565722
PR_242,2,Floresta Ombrófila Mista,25.595411375021005,9811.306494000002,4807.540182059999
PR_242,3,Floresta Ombrófila Mista,3.32366222950998,1659.0051999999998,812.9125479999999
PR_242,4,Floresta Ombrófila Mista,21.45398458147828,9064.775594,4441.740041060002
PR_243,1,Floresta Ombrófila Mista,45.446023360445324,19757.527473999995,9681.188462260005
PR_243,2,Floresta Ombrófila Mista,4.343819919507743,1882.8799719999997,922.6111862799997
PR_243,3,Floresta Ombrófila Mista,,,
PR_243,4,Floresta Ombrófila Mista,,,
PR_244,1,Estepe Gramíneo Lenhosa,,,
PR_244,2,Estepe Gramíneo Lenhosa,,,
PR_244,3,Estepe Gramíneo Lenhosa,,,
PR_244,4,Estepe Gramíneo Lenhosa,3.233805887152846,2122.9445040000005,1040.24280696
PR_245,1,Estepe Gramíneo Lenhosa,15.148912790716283,11058.702448000002,5418.764199520001
PR_245,2,Estepe Gramíneo Lenhosa,15.200278818993302,11167.015591999998,5471.837640079998
PR_245,3,Estepe Gramíneo Lenhosa,26.628455449878366,17059.921544,8359.361556560001
PR_245,4,Estepe Gramíneo Lenhosa,24.754515238010036,15564.586324000007,7626.647298760001
PR_246,1,Estepe Gramíneo Lenhosa,,,
PR_246,2,Estepe Gramíneo Lenhosa,,,
PR_246,3,Estepe Gramíneo Lenhosa,,,
PR_246,4,Estepe Gramíneo Lenhosa,,,
PR_247,1,Estepe Gramíneo Lenhosa,,,
PR_247,2,Estepe Gramíneo Lenhosa,8.603968407597378,5822.478920000002,2853.0146708
PR_247,3,Estepe Gramíneo Lenhosa,0.25048824621712834,219.96477600000003,107.78274024000001
PR_247,4,Estepe Gramíneo Lenhosa,,,
PR_248,1,Floresta Ombrófila Mista,6.28013002306807,2419.8717540000002,1185.7371594600002
PR_248,2,Floresta Ombrófila Mista,20.44800173703326,8231.047996,4033.2135180400005
PR_248,3,Floresta Ombrófila Mista,,,
PR_248,4,Floresta Ombrófila Mista,14.62355445852185,5938.054315999999,2909.64661484
PR_250,1,Floresta Ombrófila Mista,6.83916424963566,3294.6881479999993,1614.3971925199994
PR_250,2,Floresta Ombrófila Mista,1.4121038498189318,1110.6023679999998,544.1951603199999
PR_250,3,Floresta Ombrófila Mista,12.042403533312282,5283.603577999998,2588.9657532200004
PR_250,4,Floresta Ombrófila Mista,4.949402485726457,2074.388896,1016.4505590400001
PR_269,1,Floresta Ombrófila Mista,47.72535501430707,22188.21341,10872.2245709
PR_269,2,Floresta Ombrófila Mista,26.752234895745403,11840.300656000003,5801.747321440001
PR_269,3,Floresta Ombrófila Mista,1.3647127678714146,732.9795499999999,359.15997949999996
PR_269,4,Floresta Ombrófila Mista,43.73852775431871,15966.061798,7823.370281019999
PR_270,1,Floresta Ombrófila Mista,,,
PR_270,2,Floresta Ombrófila Mista,0.7494285629474354,361.60378599999996,177.18585514
PR_270,3,Floresta Ombrófila Mista,,,
PR_270,4,Floresta Ombrófila Mista,,,
PR_271,1,Floresta Ombrófila Mista,27.016285181059065,11610.395898400006,5689.093990215998
PR_271,2,Floresta Ombrófila Mista,21.296219573037718,8618.415830000002,4223.023756700002
PR_271,3,Floresta Ombrófila Mista,20.007805725167774,8308.898617999997,4071.3603228199995
PR_271,4,Floresta Ombrófila Mista,47.916927047836474,19803.078704,9703.508564959999
PR_272,1,Estepe Gramíneo Lenhosa,,,
PR_272,2,Estepe Gramíneo Lenhosa,,,
PR_272,3,Estepe Gramíneo Lenhosa,,,
PR_272,4,Estepe Gramíneo Lenhosa,,,
PR_273,1,Estepe Gramíneo Lenhosa,,,
PR_273,2,Estepe Gramíneo Lenhosa,,,
PR_273,3,Estepe Gramíneo Lenhosa,8.3072766556905,7310.807192,3582.2955240799997
PR_273,4,Estepe Gramíneo Lenhosa,,,
PR_274,1,Floresta Ombrófila Mista,37.3950430244491,15649.838613999997,7668.420920859998
PR_274,2,Floresta Ombrófila Mista,20.910375523936263,9161.285634,4489.029960660001
PR_274,3,Floresta Ombrófila Mista,10.258073054794435,5020.281881999999,2459.9381221800004
PR_274,4,Floresta Ombrófila Mista,17.667763530158474,7615.3727739999995,3731.5326592599995
PR_275,1,Floresta Ombrófila Mista,,,
PR_275,2,Floresta Ombrófila Mista,,,
PR_275,3,Floresta Ombrófila Mista,,,
PR_275,4,Floresta Ombrófila Mista,,,
PR_276,1,Floresta Ombrófila Mista,2.9507838810863447,1966.9897000000003,963.8249529999998
PR_276,2,Floresta Ombrófila Mista,3.0566659778442276,1701.3285999999996,833.6510139999998
PR_276,3,Floresta Ombrófila Mista,0.21195576617691247,122.99511999999999,60.26760879999999
PR_276,4,Floresta Ombrófila Mista,,,
PR_277,1,Floresta Ombrófila Mista,12.224899252577593,4880.461605999999,2391.42618694
PR_277,2,Floresta Ombrófila Mista,21.866734647303897,8953.015446000001,4386.977568539999
PR_277,3,Floresta Ombrófila Mista,21.2174476057971,8452.424874,4141.688188260001
PR_277,4,Floresta Ombrófila Mista,23.79338827694025,9982.415719999995,4891.383702800002
PR_278,1,Floresta Ombrófila Mista,1.1526511812467364,485.564956,237.92682844
PR_278,2,Floresta Ombrófila Mista,0.41686013140231726,161.13026000000002,78.95382740000001
PR_278,3,Floresta Ombrófila Mista,6.5636672937892016,2925.9987619999993,1433.73939338
PR_278,4,Floresta Ombrófila Mista,0.11545621686150502,55.333450000000006,27.1133905
PR_298,1,Floresta Ombrófila Mista,88.77701122935764,27761.132094000008,13602.954726059997
PR_298,2,Floresta Ombrófila Mista,28.570589724819808,10356.977904000001,5074.919172959997
PR_298,3,Floresta Ombrófila Mista,100.44953153589483,31479.70315599999,15425.054546440006
PR_298,4,Floresta Ombrófila Mista,76.80435849153112,25874.736614000005,12678.620940860004
PR_300,1,Floresta Ombrófila Mista,21.017096441048594,9211.817297999998,4513.790476019999
PR_300,2,Floresta Ombrófila Mista,15.684637722203968,7283.503713999999,3568.916819859999
PR_300,3,Floresta Ombrófila Mista,23.7450633298253,10215.497782,5005.5939131800005
PR_300,4,Floresta Ombrófila Mista,27.076594049272547,11380.309545999997,5576.351677540002
PR_301,1,Floresta Ombrófila Mista,,,
PR_301,2,Floresta Ombrófila Mista,,,
PR_301,3,Floresta Ombrófila Mista,,,
PR_301,4,Floresta Ombrófila Mista,,,
PR_302,1,Estepe Gramíneo Lenhosa,11.007608263056598,5964.016327999999,2922.368000719999
PR_302,2,Estepe Gramíneo Lenhosa,1.5044301608845463,972.89398,476.71805020000005
PR_302,3,Estepe Gramíneo Lenhosa,4.671567486716188,3689.333448000001,1807.7733895200001
PR_302,4,Estepe Gramíneo Lenhosa,27.865710379728668,15890.600656,7786.39432144
PR_303,1,Estepe Gramíneo Lenhosa,,,
PR_303,2,Estepe Gramíneo Lenhosa,3.836718906593116,2179.408884,1067.9103531599999
PR_303,3,Estepe Gramíneo Lenhosa,1.7880014301221805,1283.4401560000001,628.88567644
PR_303,4,Estepe Gramíneo Lenhosa,0.6402525503835477,460.90222400000016,225.84208976000002
PR_303_L,1,Floresta Ombrófila Mista,6.284885141852247,3082.908926,1510.62537374
PR_303_L,2,Floresta Ombrófila Mista,6.195166612794789,3450.9712899999995,1690.9759320999997
PR_303_L,3,Floresta Ombrófila Mista,3.451526292045927,1893.9201819999996,928.0208891799999
PR_303_L,4,Floresta Ombrófila Mista,2.651804218508597,1253.303918,614.11891982
PR_304,1,Floresta Ombrófila Mista,55.35408743929318,22530.14029199999,11039.768743079996
PR_304,2,Floresta Ombrófila Mista,44.69667453270904,17497.67366,8573.8600934
PR_304,3,Floresta Ombrófila Mista,55.35311603532894,22425.868493999995,10988.67556206
PR_304,4,Floresta Ombrófila Mista,54.8455437720076,22563.10708399998,11055.922471159998
PR_305,1,Floresta Ombrófila Mista,25.90839851595256,11538.81567,5654.019678299999
PR_305,2,Floresta Ombrófila Mista,,,
PR_305,3,Floresta Ombrófila Mista,4.14491186829764,2002.9864040000002,981.46333796
PR_305,4,Floresta Ombrófila Mista,,,
PR_306,1,Floresta Ombrófila Mista,24.06139129187122,11774.408624,5769.460225759999
PR_306,2,Floresta Ombrófila Mista,9.321404113445793,4969.039312000001,2434.82926288
PR_306,3,Floresta Ombrófila Mista,0.3063571792497502,139.5,68.355
PR_306,4,Floresta Ombrófila Mista,5.865028001051449,2737.34962,1341.3013137999997
PR_307,1,Floresta Ombrófila Densa,0.035970958518738896,24.126396001322206,11.82193404064788
PR_307,2,Floresta Ombrófila Densa,0.18449827571528749,111.34819086728562,54.56061352496995
PR_307,3,Floresta Ombrófila Densa,5.266213989116808,3135.6473218826704,1536.4671877225087
PR_307,4,Floresta Ombrófila Densa,3.597391744059041,2178.2845046946545,1067.3594073003808
PR_308,1,Floresta Ombrófila Mista,21.710175595317004,9245.158042000003,4530.1274405799995
PR_308,2,Floresta Ombrófila Mista,18.896638734565293,7890.0827839999965,3866.1405641599995
PR_308,3,Floresta Ombrófila Mista,10.887031053045796,5145.952718000001,2521.5168318199994
PR_308,4,Floresta Ombrófila Mista,24.397380209485068,10031.381207999999,4915.376791920001
PR_309,1,Floresta Ombrófila Mista,25.9363027827634,12552.888979999996,6150.915600199999
PR_309,2,Floresta Ombrófila Mista,35.12852985458122,15789.483499999998,7736.846914999998
PR_309,3,Floresta Ombrófila Mista,25.115588124566123,12137.404878,5947.328390219999
PR_309,4,Floresta Ombrófila Mista,37.98721927017485,16840.532610000002,8251.860978899998
PR_310,1,Floresta Ombrófila Densa,57.58282168620366,30689.159942810846,15037.688371977307
PR_310,2,Floresta Ombrófila Densa,,,
PR_310,3,Floresta Ombrófila Densa,77.39870051958665,43078.6491974064,21108.53810672916
PR_310,4,Floresta Ombrófila Densa,58.09830100552446,32499.084589343336,15924.551448778235
PR_311,1,Floresta Ombrófila Densa,,,
PR_311,2,Floresta Ombrófila Densa,,,
PR_311,3,Floresta Ombrófila Densa,,,
PR_311,4,Floresta Ombrófila Densa,34.927782820192334,19158.604862680077,9387.716382713237
PR_334,1,Estepe Gramíneo Lenhosa,,,
PR_334,2,Estepe Gramíneo Lenhosa,,,
PR_334,3,Estepe Gramíneo Lenhosa,8.013783593485403,4412.208324,2161.9820787600006
PR_334,4,Estepe Gramíneo Lenhosa,33.50360390935073,17238.171167999997,8446.70387232
PR_335,1,Estepe Gramíneo Lenhosa,,,
PR_335,2,Estepe Gramíneo Lenhosa,,,
PR_335,3,Estepe Gramíneo Lenhosa,28.187623614950557,17309.113292000002,8481.465513080002
PR_335,4,Estepe Gramíneo Lenhosa,,,
PR_337,1,Floresta Ombrófila Mista,40.15897987208894,18417.846665999994,9024.744866339997
PR_337,2,Floresta Ombrófila Mista,15.397294271715122,8202.592222,4019.270188779999
PR_337,3,Floresta Ombrófila Mista,39.21452959464969,18217.555096000004,8926.601997039996
PR_337,4,Floresta Ombrófila Mista,42.17182833655395,19016.773121999988,9318.218829779997
PR_337_J,1,Floresta Ombrófila Mista,26.776417422657257,9727.869675999998,4766.656141239998
PR_337_J,2,Floresta Ombrófila Mista,15.787393500742674,7218.857732000003,3537.2402886800005
PR_337_J,3,Floresta Ombrófila Mista,23.807333729515044,10399.752429000002,5095.878690209999
PR_337_J,4,Floresta Ombrófila Mista,11.206462403339357,4537.819102000003,2223.53135998
PR_338,1,Floresta Ombrófila Mista,20.857086549442723,9154.242307999995,4485.578730920001
PR_338,2,Floresta Ombrófila Mista,10.027199314378622,4424.327346000001,2167.9203995400003
PR_338,3,Floresta Ombrófila Mista,25.279243527112747,11407.24848,5589.551755199997
PR_338,4,Floresta Ombrófila Mista,49.14009332889005,21160.74885799999,10368.766940420002
PR_339,1,Floresta Ombrófila Mista,,,
PR_339,2,Floresta Ombrófila Mista,5.764742551546364,3599.576314,1763.79239386
PR_339,3,Floresta Ombrófila Mista,1.786847150814986,941.7786100000001,461.4715189
PR_339,4,Floresta Ombrófila Mista,,,
PR_340,1,Floresta Ombrófila Mista,8.185374121746008,4328.54218,2120.9856682000004
PR_340,2,Floresta Ombrófila Mista,7.535248543144069,3566.1632419999996,1747.41998858
PR_340,3,Floresta Ombrófila Mista,10.593247035244193,4499.22563,2204.620558699999
PR_340,4,Floresta Ombrófila Mista,45.44218057501043,18347.263630000005,8990.1591787
PR_341,1,Floresta Ombrófila Mista,38.95715590075483,14175.029339999994,6945.764376599999
PR_341,2,Floresta Ombrófila Mista,41.17511987223911,15221.332142000001,7458.45274958
PR_341,3,Floresta Ombrófila Mista,39.909372290557535,17031.127665999997,8345.252556340001
PR_341,4,Floresta Ombrófila Mista,28.308879112290256,12136.555055999997,5946.911977440001
PR_342,1,Floresta Ombrófila Mista,31.197281635111125,14704.958661999997,7205.429744380001
PR_342,2,Floresta Ombrófila Mista,23.77124971468062,10607.451299999999,5197.651137000002
PR_342,3,Floresta Ombrófila Mista,35.29069892672334,16208.250678000002,7942.042832220004
PR_342,4,Floresta Ombrófila Mista,25.397440287974696,11954.431030000005,5857.671204700004
PR_343,1,Floresta Ombrófila Mista,36.276846348419994,17719.029878,8682.32464022
PR_343,2,Floresta Ombrófila Mista,15.16060789685349,7714.491048000001,3780.1006135199996
PR_343,3,Floresta Ombrófila Mista,,,
PR_343,4,Floresta Ombrófila Mista,43.085658844643554,20055.490302000013,9827.19024798
PR_345,1,Floresta Ombrófila Densa,23.140917898175616,11968.601439845037,5864.614705524069
PR_345,2,Floresta Ombrófila Densa,7.987563802458585,4476.538709073267,2193.503967445901
PR_345,3,Floresta Ombrófila Densa,13.115769777732037,6822.363182412921,3342.9579593823305
PR_345,4,Floresta Ombrófila Densa,,,
PR_370,1,Estepe Gramíneo Lenhosa,,,
PR_370,2,Estepe Gramíneo Lenhosa,,,
PR_370,3,Estepe Gramíneo Lenhosa,,,
PR_370,4,Estepe Gramíneo Lenhosa,,,
PR_372,1,Floresta Ombrófila Mista,25.54504444141946,11273.678222000002,5524.10232878
PR_372,2,Floresta Ombrófila Mista,23.394386497508894,10566.871188000001,5177.76688212
PR_372,3,Floresta Ombrófila Mista,25.88316696026492,11948.360795999999,5854.6967900399995
PR_372,4,Floresta Ombrófila Mista,20.974654688740035,9547.531835999998,4678.290599640002
PR_373,1,Floresta Ombrófila Mista,2.781917789943717,1539.176288,754.19638112
PR_373,2,Floresta Ombrófila Mista,50.78812939851313,20846.148811999996,10214.612917879995
PR_373,3,Floresta Ombrófila Mista,46.57713990171793,20181.405573999993,9888.88873126
PR_373,4,Floresta Ombrófila Mista,2.436659758891736,1411.710036,691.7379176400001
PR_374,1,Floresta Ombrófila Mista,,,
PR_374,2,Floresta Ombrófila Mista,7.157114763881701,4255.1318,2085.0145820000002
PR_374,3,Floresta Ombrófila Mista,4.466861689704377,2077.735252,1018.0902734800002
PR_374,4,Floresta Ombrófila Mista,9.933614013066416,4370.030336000001,2141.3148646399995
PR_375,1,Floresta Ombrófila Mista,,,
PR_375,2,Floresta Ombrófila Mista,,,
PR_375,3,Floresta Ombrófila Mista,64.00397527454787,26776.332196000007,13120.402776039993
PR_375,4,Floresta Ombrófila Mista,32.1270873208485,14394.837152,7053.470204480001
PR_376,1,Floresta Ombrófila Mista,6.017697639274451,1931.175384,946.2759381600001
PR_376,2,Floresta Ombrófila Mista,0.062316412016672644,69.87749999999998,34.239974999999994
PR_376,3,Floresta Ombrófila Mista,4.087307012702483,1827.1230300000002,895.2902847
PR_376,4,Floresta Ombrófila Mista,29.061534445350695,12815.309622000004,6279.501714779997
PR_377,1,Floresta Ombrófila Mista,3.220419799779658,1660.3525519999998,813.57275048
PR_377,2,Floresta Ombrófila Mista,1.0296914368228385,623.35039,305.44169109999996
PR_377,3,Floresta Ombrófila Mista,8.850903807952417,4724.8921599999985,2315.1971583999994
PR_377,4,Floresta Ombrófila Mista,5.832310234704323,2981.4417719999997,1460.90646828
PR_378,1,Floresta Ombrófila Densa,28.147161733346728,13885.37817886811,6803.835307645373
PR_378,2,Floresta Ombrófila Densa,35.462272134228705,18533.91517445147,9081.618435481223
PR_378,3,Floresta Ombrófila Densa,27.82534400381657,14498.096126477614,7104.067101974029
PR_378,4,Floresta Ombrófila Densa,13.270474142313722,7010.020747651939,3434.9101663494503
PR_379,1,Floresta Ombrófila Densa,15.708632536197978,8961.202026610334,4390.988993039063
PR_379,2,Floresta Ombrófila Densa,17.14954510130423,8597.084585853196,4212.571447068066
PR_379,3,Floresta Ombrófila Densa,,,
PR_379,4,Floresta Ombrófila Densa,32.67901785690599,16391.68479241514,8031.9255482834205
PR_380,1,Floresta Ombrófila Densa,28.220228833208857,15375.806874238418,7534.145368376828
PR_380,2,Floresta Ombrófila Densa,45.99906509974102,23212.123385812192,11373.940459047972
PR_380,3,Floresta Ombrófila Densa,49.40089395248423,25537.774062554487,12513.509290651697
PR_380,4,Floresta Ombrófila Densa,20.861996480826427,12031.799830533962,5895.5819169616425
PR_381,1,Floresta Ombrófila Densa,38.20497470248023,19896.338203202617,9749.20571956928
PR_381,2,Floresta Ombrófila Densa,37.48705746372006,19523.611583503563,9566.569675916744
PR_381,3,Floresta Ombrófila Densa,36.96191291521429,19678.9612601824,9642.691017489375
PR_381,4,Floresta Ombrófila Densa,18.241116454271754,10027.351033593,4913.40200646057
PR_406,1,Estepe Gramíneo Lenhosa,26.442304905524228,13404.867288000005,6568.384971120001
PR_406,2,Estepe Gramíneo Lenhosa,28.414001592841306,12662.888111999997,6204.815174880001
PR_406,3,Estepe Gramíneo Lenhosa,1.7563646710512986,918.51836,450.07399639999994
PR_406,4,Estepe Gramíneo Lenhosa,1.708902587055649,1142.7525159999998,559.94873284
PR_407,1,Estepe Gramíneo Lenhosa,0.09545714478884379,92.47683999999998,45.31365159999999
PR_407,2,Estepe Gramíneo Lenhosa,,,
PR_407,3,Estepe Gramíneo Lenhosa,0.03537339826475582,36.75088,18.0079312
PR_407,4,Estepe Gramíneo Lenhosa,,,
PR_408,1,Estepe Gramíneo Lenhosa,1.137365347644057,978.63166,479.5295134000001
PR_408,2,Estepe Gramíneo Lenhosa,,,
PR_408,3,Estepe Gramíneo Lenhosa,,,
PR_408,4,Estepe Gramíneo Lenhosa,,,
PR_409,1,Floresta Ombrófila Mista,36.28022364869169,13667.581143999998,6697.114760560001
PR_409,2,Floresta Ombrófila Mista,55.11208704240175,23000.802660000005,11270.393303400006
PR_409,3,Floresta Ombrófila Mista,62.196426282284264,27243.439418000013,13349.28531482
PR_409,4,Floresta Ombrófila Mista,45.950900354915156,18670.025315999996,9148.312404839997
PR_410,1,Floresta Ombrófila Mista,,,
PR_410,2,Floresta Ombrófila Mista,,,
PR_410,3,Floresta Ombrófila Mista,8.92214766434299,4505.4541500000005,2207.6725335
PR_410,4,Floresta Ombrófila Mista,5.909209614639456,2843.4166279999995,1393.27414772
PR_411,1,Floresta Ombrófila Mista,22.592819217007897,11310.31222,5542.052987800001
PR_411,2,Floresta Ombrófila Mista,,,
PR_411,3,Floresta Ombrófila Mista,0.16280606872084807,115.85144999999999,56.76721049999999
PR_411,4,Floresta Ombrófila Mista,15.907351207033091,7627.560208000001,3737.5045019199997
PR_412,1,Estepe Gramíneo Lenhosa,41.268631720007875,20024.59591200001,9812.051996880007
PR_412,2,Estepe Gramíneo Lenhosa,31.775807342130125,14503.914716,7106.918210840001
PR_412,3,Estepe Gramíneo Lenhosa,19.842915549882328,10007.470908000003,4903.660744919999
PR_412,4,Estepe Gramíneo Lenhosa,,,
PR_413,1,Floresta Ombrófila Mista,7.288936138217515,3398.0893899999996,1665.0638010999999
PR_413,2,Floresta Ombrófila Mista,9.228011048439525,4852.054053999999,2377.5064864600004
PR_413,3,Floresta Ombrófila Mista,16.355036420171736,7668.117147999998,3757.3774025199996
PR_413,4,Floresta Ombrófila Mista,,,
PR_414,1,Floresta Ombrófila Densa,16.520738135470193,9898.822829792052,4850.423186598105
PR_414,2,Floresta Ombrófila Densa,14.678516944687846,8584.799750273643,4206.551877634084
PR_414,3,Floresta Ombrófila Densa,17.915999270259086,9941.58399221788,4871.37615618676
PR_414,4,Floresta Ombrófila Densa,25.566692107948196,14277.53555974433,6995.992424274719
PR_414_J,1,Floresta Ombrófila Densa,16.267211400823925,9582.522653991224,4695.436100455701
PR_414_J,2,Floresta Ombrófila Densa,,,
PR_414_J,3,Floresta Ombrófila Densa,20.254765844602986,11383.506207169743,5577.918041513172
PR_414_J,4,Floresta Ombrófila Densa,22.844715055842375,13227.024629697404,6481.242068551727
PR_415,1,Floresta Ombrófila Densa,32.21542012818812,16587.943180365975,8128.092158379331
PR_415,2,Floresta Ombrófila Densa,32.921980773219396,16582.4484844485,8125.399757379768
PR_415,3,Floresta Ombrófila Densa,8.2710294277527,4269.975536004812,2092.288012642358
PR_415,4,Floresta Ombrófila Densa,14.199286607348089,7901.655500289899,3871.8111951420506
PR_416_N,1,Floresta Ombrófila Densa,28.53054339783191,14514.721327121675,7112.21345028962
PR_416_N,2,Floresta Ombrófila Densa,32.87347162975791,16854.871325860757,8258.886949671774
PR_416_N,3,Floresta Ombrófila Densa,64.08529088663936,31058.26282854627,15218.548785987674
PR_416_N,4,Floresta Ombrófila Densa,31.67875876546196,15952.667647250139,7816.807147152568
PR_421,1,Floresta Estacional Semidecidual,,,
PR_421,2,Floresta Estacional Semidecidual,,,
PR_421,3,Floresta Estacional Semidecidual,,,
PR_421,4,Floresta Estacional Semidecidual,4.516055184783752,1618.7991285166916,793.211572973179
PR_422,1,Floresta Ombrófila Mista,,,
PR_422,2,Floresta Ombrófila Mista,7.752196501774232,4329.703262,2121.55459838
PR_422,3,Floresta Ombrófila Mista,,,
PR_422,4,Floresta Ombrófila Mista,,,
PR_423,1,Floresta Ombrófila Mista,,,
PR_423,2,Floresta Ombrófila Mista,,,
PR_423,3,Floresta Ombrófila Mista,,,
PR_423,4,Floresta Ombrófila Mista,3.4902885429418604,1615.4245760000001,791.5580422399998
PR_424,1,Floresta Estacional Semidecidual,,,
PR_424,2,Floresta Estacional Semidecidual,,,
PR_424,3,Floresta Estacional Semidecidual,1.5862958473592426,402.58467117209966,197.26648887432884
PR_424,4,Floresta Estacional Semidecidual,,,
PR_425,1,Floresta Ombrófila Mista,0.14413364803159978,81.324768,39.84913632
PR_425,2,Floresta Ombrófila Mista,,,
PR_425,3,Floresta Ombrófila Mista,15.01832899737068,7746.578404,3795.823417960001
PR_425,4,Floresta Ombrófila Mista,24.858543689917468,11968.244887999997,5864.43999512
PR_441,1,Floresta Ombrófila Mista,43.25166002969761,19030.776888000004,9325.080675120002
PR_441,2,Floresta Ombrófila Mista,56.13084214129816,25292.655,12393.40095
PR_441,3,Floresta Ombrófila Mista,49.78245873393037,23644.041369999995,11585.580271300003
PR_441,4,Floresta Ombrófila Mista,39.425673056695224,19423.804938,9517.66441962
PR_442,1,Floresta Ombrófila Mista,45.527962911681605,19871.634986000012,9737.101143140006
PR_442,2,Floresta Ombrófila Mista,24.01170261530097,9046.146260000007,4432.6116673999995
PR_442,3,Floresta Ombrófila Mista,25.35848627993473,11245.668157999999,5510.377397419999
PR_442,4,Floresta Ombrófila Mista,46.098642844266976,20438.013941999994,10014.62683158
PR_443,1,Estepe Gramíneo Lenhosa,51.05370650504819,20399.121164,9995.569370360005
PR_443,2,Estepe Gramíneo Lenhosa,23.6262921282434,10727.072664000001,5256.265605360001
PR_443,3,Estepe Gramíneo Lenhosa,18.770808617972193,11048.709112000004,5413.86746488
PR_443,4,Estepe Gramíneo Lenhosa,34.3343737171625,14477.862732,7094.15273868
PR_444,1,Estepe Gramíneo Lenhosa,46.73126775047045,25962.47379600001,12721.612160039995
PR_444,2,Estepe Gramíneo Lenhosa,25.51697424705517,14544.493139999997,7126.8016386
PR_444,3,Estepe Gramíneo Lenhosa,24.166915484990234,12009.511584,5884.6606761600015
PR_444,4,Estepe Gramíneo Lenhosa,2.01345101012841,1362.281328,667.5178507200001
PR_445,1,Floresta Ombrófila Mista,3.816508511608315,1927.7382259999995,944.5917307400001
PR_445,2,Floresta Ombrófila Mista,0.4118824591373716,210.48368599999998,103.13700614
PR_445,3,Floresta Ombrófila Mista,,,
PR_445,4,Floresta Ombrófila Mista,3.2306483868824794,1701.5404199999998,833.7548058000001
PR_446,1,Estepe Gramíneo Lenhosa,,,
PR_446,2,Estepe Gramíneo Lenhosa,,,
PR_446,3,Estepe Gramíneo Lenhosa,12.603971330920439,6930.1809760000015,3395.78867824
PR_446,4,Estepe Gramíneo Lenhosa,13.259078897442638,6470.83568,3170.7094832000007
PR_447,1,Estepe Gramíneo Lenhosa,,,
PR_447,2,Estepe Gramíneo Lenhosa,,,
PR_447,3,Estepe Gramíneo Lenhosa,15.777112359643183,7776.772820000001,3810.6186818
PR_447,4,Estepe Gramíneo Lenhosa,,,
PR_448,1,Floresta Ombrófila Densa,49.985414081456675,25349.821730535976,12421.412647962627
PR_448,2,Floresta Ombrófila Densa,26.413109521674603,13450.856239987694,6590.919557593969
PR_448,3,Floresta Ombrófila Densa,19.3600596480917,10692.341839831739,5239.247501517552
PR_448,4,Floresta Ombrófila Densa,35.745321789257126,18830.153375104102,9226.77515380101
PR_449,1,Floresta Ombrófila Densa,26.14463599289616,14402.887844640189,7057.415043873693
PR_449,2,Floresta Ombrófila Densa,25.367756323211122,13858.47944434055,6790.654927726868
PR_449,3,Floresta Ombrófila Densa,18.799304866527667,10090.866115455994,4944.524396573437
